pid;name;mpc;cpu;mem;rss_mem;virt_mem;disk_io;disk_read;disk_write
10644;Fluent Bit;1;0.0;178.875;92.328125;86.546875;71.64818668365479;71.64799308776855;0.00019359588623046875
10644;Fluent Bit;2;38.2;225.53515625;115.37890625;110.15625;75.9884901046753;75.98829650878906;0.00019359588623046875
10644;Fluent Bit;3;544.9;479.078125;236.03515625;243.04296875;103.06710529327393;103.0669116973877;0.00019359588623046875
10644;Fluent Bit;4;217.1;435.7578125;218.8515625;216.90625;105.29630756378174;105.29611396789551;0.00019359588623046875
10644;Fluent Bit;5;14.3;21.5625;14.41796875;7.14453125;105.29630756378174;105.29611396789551;0.00019359588623046875
26676;Fluentd;1;0.0;3.03125;1.54296875;1.48828125;0.0021791458129882812;0.0021791458129882812;0.0
26676;Fluentd;2;2.9;9.2109375;4.67578125;4.53515625;0.0047760009765625;0.0047760009765625;0.0
26676;Fluentd;3;0.0;90.67578125;23.88671875;66.7890625;0.9142541885375977;0.9142541885375977;0.0
26676;Fluentd;4;100.0;95.640625;26.3203125;69.3203125;1.156254768371582;1.156254768371582;0.0
26676;Fluentd;5;97.1;108.5234375;32.7890625;75.734375;1.8384408950805664;1.8384151458740234;2.574920654296875e-05
26676;Fluentd;6;91.2;121.5703125;39.08984375;82.48046875;2.7379531860351562;2.7379274368286133;2.574920654296875e-05
26676;Fluentd;7;94.2;137.54296875;47.5390625;90.00390625;3.6790008544921875;3.6789751052856445;2.574920654296875e-05
26676;Fluentd;8;94.3;161.890625;62.04296875;99.84765625;4.596926689147949;4.596900939941406;2.574920654296875e-05
26676;Fluentd;9;14.7;252.23046875;85.5625;166.66796875;5.5271406173706055;5.5271148681640625;2.574920654296875e-05
26676;Fluentd;10;99.9;256.96875;87.85546875;169.11328125;5.7700042724609375;5.7699785232543945;2.574920654296875e-05
26676;Fluentd;11;100.0;270.98046875;94.9140625;176.06640625;6.530330657958984;6.530279159545898;5.14984130859375e-05
26676;Fluentd;12;100.0;284.17578125;101.3828125;182.79296875;7.484450340270996;7.48439884185791;5.14984130859375e-05
26676;Fluentd;13;100.0;305.45703125;112.921875;192.53515625;8.580205917358398;8.580154418945312;5.14984130859375e-05
26676;Fluentd;14;91.2;365.83203125;143.18359375;222.6484375;12.118877410888672;12.118303298950195;0.0005741119384765625
26676;Fluentd;15;100.0;405.453125;163.72265625;241.73046875;26.136608123779297;26.133928298950195;0.0026798248291015625
26676;Fluentd;16;100.0;396.45703125;158.796875;237.66015625;38.325923919677734;38.321428298950195;0.0044956207275390625
26676;Fluentd;17;97.1;384.5859375;152.890625;231.6953125;51.632625579833984;51.626115798950195;0.0065097808837890625
26676;Fluentd;18;100.0;390.32421875;157.0703125;233.25390625;63.501583099365234;63.493303298950195;0.008279800415039062
26676;Fluentd;19;100.0;398.984375;161.22265625;237.76171875;75.7065544128418;75.6964282989502;0.010126113891601562
26676;Fluentd;20;100.0;411.20703125;167.43359375;243.7734375;89.41955184936523;89.4073657989502;0.012186050415039062
26676;Fluentd;21;100.0;405.69921875;161.921875;243.77734375;102.66372299194336;102.6495532989502;0.014169692993164062
26676;Fluentd;22;29.4;411.23046875;167.453125;243.77734375;106.56408309936523;106.5493335723877;0.014749526977539062
26676;Fluentd;23;0.0;411.23046875;167.453125;243.77734375;106.56408309936523;106.5493335723877;0.014749526977539062
26676;Fluentd;24;0.0;411.26171875;167.46875;243.79296875;106.56408309936523;106.5493335723877;0.014749526977539062
12592;Vector;1;0.0;2.12109375;1.41796875;0.703125;0.0;0.0;0.0
12592;Vector;2;2.9;2.12109375;1.41796875;0.703125;0.06485652923583984;0.06485652923583984;0.0
12592;Vector;3;176.2;83.55078125;44.99609375;38.5546875;9.042603492736816;9.042572975158691;3.0517578125e-05
12592;Vector;4;271.9;70.9453125;40.578125;30.3671875;14.417603492736816;14.417572975158691;3.0517578125e-05
12592;Vector;5;237.1;90.76171875;42.32421875;48.4375;20.558377265930176;20.55819797515869;0.000179290771484375
12592;Vector;6;257.1;79.98828125;40.8359375;39.15234375;28.996026039123535;28.99569797515869;0.00032806396484375
12592;Vector;7;261.9;95.69921875;46.01171875;49.6875;35.058526039123535;35.05819797515869;0.00032806396484375
12592;Vector;8;240.8;80.92578125;40.453125;40.47265625;41.839924812316895;41.83944797515869;0.000476837158203125
12592;Vector;9;235.4;95.40625;44.99609375;50.41015625;47.535237312316895;47.53476047515869;0.000476837158203125
12592;Vector;10;239.9;78.26171875;37.8828125;40.37890625;53.605698585510254;53.60507297515869;0.0006256103515625
12592;Vector;11;208.9;80.00390625;40.20703125;39.796875;58.972886085510254;58.97226047515869;0.0006256103515625
12592;Vector;12;211.9;93.94140625;43.5546875;50.38671875;65.08240985870361;65.08163547515869;0.000774383544921875
